one five adults uk received first dose vaccine. every jab gets us closer defeating vi… ,@conservatives,-2,conservative
#worldcancerday thoughts everyone bravely battling cancer sadly lost lives thi… ,@conservatives,-2,conservative
tonight honoured captain sir tom moore health workers recognised fundraising. #clapforcaptai… ,@conservatives,-2,conservative
today i've seen fantastic work nhs staff &amp; volunteers new vaccination centre set neasden. message t… ,@conservatives,-2,conservative
watch live: update coronavirus (3 february 2021) ,@conservatives,-2,conservative
"we’re supporting tens thousands jobs film &amp; tv sector, giving productions confidence need get back running ",@conservatives,-2,conservative
it’s fantastic million people uk got first dose vaccine. thank everyone has… ,@conservatives,-2,conservative
million people across uk received coronavirus vaccine continue accelerate vaccination programme ,@conservatives,-2,conservative
million people received first dose covid vaccine. hugely significant milestone our… ,@conservatives,-2,conservative
"want end transmission hiv 2030. lowest rates transmission decades &amp; one best track records treatment world, making progress us need take test. give hiv finger. visit ",@conservatives,-2,conservative
wanted stay european medicines agency said so.... starmer: “i’ve never said that” amnesia pla… ,@conservatives,-2,conservative
"tonight 6pm we’ll put hands together show appreciation captain sir tom moore, stood and… ",@conservatives,-2,conservative
tonight 6pm clap honour life sir health workers recognised… ,@conservatives,-2,conservative
i’m delighted announce appointed youth mental health ambassador. young people h… ,@conservatives,-2,conservative
commitment people northern ireland union unshakeable. recent eu moves undermined protoc… ,@conservatives,-2,conservative
really encouraging study - thank teams &amp; vaccines way t… ,@conservatives,-2,conservative
tonight union flag flies half mast memory life captain sir tom moore. ,@conservatives,-2,conservative
captain sir tom moore hero truest sense word. legacy long live him. ,@conservatives,-2,conservative
,@conservatives,-2,conservative
"rest peace captain sir tom moore, hero inspired nation. ",@conservatives,-2,conservative
"prioritised protected care home residents, offering covid vaccine residents every eligible care home across england. ",@conservatives,-2,conservative
today we've announced additional £50 million support university students facing difficulties result pandemic. ,@conservatives,-2,conservative
great see brilliant work community leaders today batley - everyone coming together get jabs people’s… ,@conservatives,-2,conservative
90% people aged received first vaccine dose. vaccine also offered res… ,@conservatives,-2,conservative
"9,200,000 people vaccinated. ""that includes 931,204 vaccinations weekend... that's one every… ",@conservatives,-2,conservative
watch live: #coronavirus press conference (1 february 2021) speakers: secretary dr su… ,@conservatives,-2,conservative
labour playing politics every turn. conservatives getting job. ,@conservatives,-2,conservative
morning prime minister visited local vaccination service based al-hikmah community centre… ,@conservatives,-2,conservative
formally notified #cptpp nations intent join. membership will: heart o… ,@conservatives,-2,conservative
vaccine offered residents every eligible care home england. huge step forward path beat… ,@conservatives,-2,conservative
wishing everyone happy lgbt+ history month! #lgbthm21 ,@conservatives,-2,conservative
"thoughts much family. you’ve inspired whole nation, know w… ",@conservatives,-2,conservative
"i'm delighted 598,389 people received first covid vaccine yesterday - highest day far. vaccine adm… ",@conservatives,-2,conservative
